id,first_name,last_name,email,gender,ip_address,Lead_ID,Lead_Source,Lead_Creation_Date,Lead_Score,MQL_Flag,MQL_Date,SQL_Flag,SQL_Date,Customer_Flag,Conversion_Date,Customer_ID,Industry,Company_Size,Region,Decision_Maker_Role,ACV_USD,Sales_Cycle_Days,CAC_USD,LTV_USD,Churn_Flag,Churn_Date,Customer_Tenure_Months,Renewals_Count,Expansion_Flag,Logins_Per_Month,Active_Features_Used,Product_Usage_Hours,Tickets_Raised,Avg_Response_Time_Support,NPS_Score,Stage_Probability,Expected_Close_Date,Forecasted_Revenue
474,Gwenneth,Stocky,gstockyd5@npr.org,Female,71.164.191.196,474,LinkedIn,1/23/2024,5,FALSE,2/23/2024,TRUE,9/10/2023,TRUE,10/31/2024,CUST003,Manufacturing,1018,APAC,Consultant,27260,53,1574,9343,FALSE,11/15/2024,7,1,TRUE,16,9,263,19,44.6,15,76.9,2/24/2025,48864.5
475,Angie,Butterly,abutterlyd6@about.me,Female,53.167.34.115,475,LinkedIn,1/23/2023,67,FALSE,1/5/2025,FALSE,2/6/2023,TRUE,4/8/2024,CUST008,Manufacturing,6301,Thailand,Head of Ops,47822,67,4593,5425,FALSE,5/23/2025,46,6,FALSE,30,5,346,8,34.9,53,80.9,6/22/2025,3334.8
476,Leonardo,Hancell,lhancelld7@infoseek.co.jp,Male,69.80.24.45,476,Event,1/30/2024,98,TRUE,3/9/2025,FALSE,2/20/2024,TRUE,10/5/2024,CUST002,Finance,5534,Vietnam,Consultant,36244,73,9470,48635,TRUE,1/13/2024,13,0,FALSE,46,2,399,48,48.8,27,4.3,9/29/2026,42802
477,Rodd,Sheals,rshealsd8@rakuten.co.jp,Male,246.24.213.70,477,Google Ads,7/10/2024,4,FALSE,6/8/2023,FALSE,2/3/2025,FALSE,12/14/2025,CUST001,Finance,3567,DACH,CTO,26407,84,3590,30206,TRUE,5/26/2024,21,4,FALSE,49,8,498,37,49,100,57.2,12/17/2026,21552.6
478,Kimberley,Tour,ktourd9@army.mil,Female,194.98.142.77,478,Event,11/27/2024,85,TRUE,3/25/2024,FALSE,1/25/2024,TRUE,7/9/2024,CUST004,Retail,9884,Thailand,Head of Ops,40985,100,707,45740,TRUE,2/27/2025,7,0,FALSE,33,6,132,37,9,97,62,2/20/2026,47194.4
479,Cordie,Calwell,ccalwellda@skype.com,Male,110.100.95.74,479,LinkedIn,3/4/2024,20,TRUE,11/19/2023,TRUE,5/26/2025,FALSE,12/5/2025,CUST008,Tech,315,DACH,Consultant,23934,57,6836,17080,TRUE,9/26/2024,14,10,TRUE,25,0,185,16,19.2,49,34.6,9/26/2026,21796
480,Karim,Carryer,kcarryerdb@dagondesign.com,Male,25.54.71.243,480,Google Ads,4/26/2023,16,FALSE,10/26/2024,TRUE,6/23/2023,TRUE,12/15/2025,CUST006,Tech,3472,Vietnam,Consultant,10695,66,3016,31345,TRUE,1/24/2025,36,10,FALSE,5,0,202,15,9.7,61,90.4,6/12/2025,254.9
481,Alexandra,Arnald,aarnalddc@t.co,Female,175.112.25.31,481,Google Ads,5/17/2023,36,TRUE,6/28/2024,TRUE,12/1/2024,FALSE,12/20/2025,CUST001,Manufacturing,9886,Thailand,Consultant,41281,2,8269,18045,FALSE,7/16/2024,1,2,FALSE,16,0,288,50,8.7,25,24.6,12/30/2026,36978.2
482,Lorenzo,Barbery,lbarberydd@statcounter.com,Male,21.240.143.138,482,LinkedIn,6/19/2024,92,TRUE,11/15/2023,FALSE,11/12/2024,FALSE,10/26/2024,CUST006,Tech,7402,Vietnam,Head of Ops,3643,88,3225,11127,FALSE,8/4/2024,9,5,TRUE,4,6,83,39,27.5,62,34,7/3/2026,25865.7
483,Sarge,Cutts,scuttsde@bluehost.com,Male,15.131.23.117,483,Google Ads,10/4/2023,52,TRUE,11/3/2025,TRUE,12/16/2025,FALSE,2/12/2025,CUST005,Logistics,5866,Vietnam,Head of Ops,20953,36,9791,16647,TRUE,3/17/2024,16,7,FALSE,45,3,491,13,32.5,50,100,7/13/2026,42582.8
484,Adams,Emanson,aemansondf@photobucket.com,Male,174.35.143.233,484,LinkedIn,6/26/2024,40,FALSE,10/11/2024,FALSE,5/6/2024,FALSE,6/30/2024,CUST001,Retail,6352,DACH,Head of Ops,12348,82,7000,329,TRUE,9/6/2024,48,8,TRUE,5,0,43,18,34.3,54,79.9,3/18/2026,8916.4
485,Dukie,Laudham,dlaudhamdg@twitter.com,Non-binary,227.109.65.44,485,Event,6/7/2024,4,FALSE,12/18/2023,TRUE,5/5/2024,TRUE,12/31/2024,CUST005,Tech,6746,Vietnam,CTO,42578,55,7020,11567,TRUE,7/19/2025,3,4,FALSE,30,1,146,13,15.7,53,92.2,8/13/2026,44292.1
486,Lacee,Leathem,lleathemdh@boston.com,Female,101.156.97.241,486,Google Ads,5/17/2023,56,TRUE,3/18/2023,FALSE,6/6/2023,TRUE,3/27/2025,CUST003,Tech,2315,US,CEO,42593,97,1153,34101,FALSE,1/9/2024,47,10,TRUE,11,10,304,20,17.4,85,95.2,11/13/2025,38797.2
487,Quintus,Shear,qsheardi@whitehouse.gov,Male,223.106.162.231,487,Event,8/11/2023,5,TRUE,5/26/2023,TRUE,7/10/2025,TRUE,7/19/2024,CUST004,Tech,9882,Vietnam,CEO,13755,39,349,30267,FALSE,12/18/2025,19,0,TRUE,30,4,236,18,37.8,65,56,3/8/2026,15666.1
488,Erv,Billes,ebillesdj@mac.com,Male,157.209.219.175,488,LinkedIn,5/14/2024,29,TRUE,8/9/2023,TRUE,10/13/2023,FALSE,2/28/2024,CUST007,Finance,5770,Thailand,CEO,39547,71,7223,31210,FALSE,9/6/2024,12,7,FALSE,14,5,207,3,28.8,31,26.6,9/25/2025,43099.6
489,Guntar,Ambrogioli,gambrogiolidk@disqus.com,Male,44.165.216.121,489,Google Ads,2/28/2023,48,TRUE,10/3/2023,TRUE,12/13/2025,FALSE,10/29/2024,CUST004,Manufacturing,589,US,CEO,31526,65,5014,38209,FALSE,1/4/2025,45,8,FALSE,32,5,108,29,15.3,60,16.3,2/16/2025,43801
490,Dannel,Carrabot,dcarrabotdl@ucla.edu,Male,207.157.180.31,490,Event,3/3/2023,30,TRUE,11/22/2023,TRUE,10/9/2025,FALSE,4/13/2024,CUST002,Manufacturing,3135,Vietnam,Consultant,7166,52,1937,26285,TRUE,1/4/2025,29,2,FALSE,33,0,393,6,28.9,59,32.3,8/18/2025,39046.2
491,Gray,Feltoe,gfeltoedm@usnews.com,Male,201.1.1.53,491,Event,1/15/2024,31,FALSE,6/6/2023,FALSE,6/25/2023,FALSE,1/18/2024,CUST002,Finance,9620,US,CEO,20271,64,8316,23613,FALSE,4/7/2025,3,3,FALSE,0,7,16,38,12.2,38,11.5,10/25/2025,25001.2
492,Kerianne,Klesse,kklessedn@linkedin.com,Genderfluid,220.186.31.61,492,Website,1/19/2023,65,FALSE,1/12/2024,TRUE,10/29/2023,TRUE,7/18/2025,CUST006,Finance,5892,APAC,CEO,40419,36,929,13080,FALSE,11/29/2025,35,7,FALSE,37,3,226,41,47.5,93,31.4,12/4/2025,33624.2
493,Paloma,Aim,paimdo@woothemes.com,Female,150.201.146.26,493,Event,1/21/2023,63,TRUE,1/30/2025,TRUE,9/1/2024,FALSE,5/16/2024,CUST001,Retail,9606,Thailand,Consultant,32208,54,2104,2162,FALSE,12/28/2025,12,1,FALSE,29,0,393,50,0.2,93,6.5,2/2/2026,27812.8
494,Jo-ann,Trevino,jtrevinodp@multiply.com,Female,175.247.13.119,494,Google Ads,8/10/2024,39,TRUE,2/2/2024,FALSE,12/12/2025,FALSE,12/11/2024,CUST007,Manufacturing,3728,US,CTO,25338,37,5110,13118,FALSE,6/7/2025,38,0,TRUE,33,7,205,40,0.7,33,73.1,3/19/2025,24584.3
495,Stavros,Newling,snewlingdq@nyu.edu,Male,204.155.175.29,495,Google Ads,11/17/2023,23,TRUE,4/27/2025,TRUE,12/7/2023,FALSE,7/20/2025,CUST001,Retail,4106,APAC,Head of Ops,27904,19,775,30044,TRUE,3/12/2024,19,10,FALSE,38,1,344,7,4.5,5,55.4,12/26/2026,41617.9
496,Duff,Wilstead,dwilsteaddr@nasa.gov,Male,153.52.3.251,496,Event,8/26/2024,72,FALSE,2/13/2023,FALSE,8/18/2025,FALSE,6/14/2025,CUST006,Finance,3844,APAC,CTO,20698,70,7626,49678,TRUE,8/15/2024,45,4,TRUE,38,7,128,39,22.3,0,17.6,10/31/2026,5764.6
497,Ibrahim,Threadgould,ithreadgouldds@ca.gov,Male,177.170.193.162,497,LinkedIn,12/17/2024,55,FALSE,1/28/2023,TRUE,12/30/2024,TRUE,5/27/2025,CUST001,Logistics,6860,Thailand,Consultant,14903,18,8276,270,FALSE,3/26/2024,24,9,FALSE,49,7,202,27,12.7,71,7.9,3/24/2026,42864.4
498,Cristi,Giacobazzi,cgiacobazzidt@fema.gov,Female,47.154.111.58,498,Event,12/7/2023,54,FALSE,3/20/2025,FALSE,12/11/2025,FALSE,2/27/2025,CUST006,Tech,7266,Thailand,Head of Ops,49837,50,86,28255,TRUE,11/13/2025,34,10,TRUE,44,8,340,19,41.1,77,47.6,3/10/2026,1923.9
499,Dorothea,Mistry,dmistrydu@nationalgeographic.com,Female,166.106.214.179,499,LinkedIn,8/1/2023,17,TRUE,7/9/2025,FALSE,4/18/2025,FALSE,1/13/2024,CUST002,Tech,9523,Thailand,CTO,37893,89,4141,42559,TRUE,12/17/2025,8,2,TRUE,23,5,123,18,27.5,9,39.3,4/19/2026,7976.7
500,Webb,Yakobowitch,wyakobowitchdv@umn.edu,Male,213.181.44.250,500,Website,10/29/2024,79,FALSE,12/23/2024,FALSE,8/10/2024,FALSE,1/9/2024,CUST004,Finance,4867,APAC,CTO,2934,8,6967,31942,TRUE,1/24/2025,38,4,TRUE,4,6,120,19,47.9,16,41.5,5/6/2026,14356.5
501,Sigismundo,Kepe,skepedw@bing.com,Male,24.195.236.194,501,LinkedIn,12/20/2024,99,FALSE,11/18/2023,FALSE,3/18/2023,FALSE,6/24/2024,CUST009,Logistics,2390,DACH,CEO,33450,75,1473,31657,TRUE,3/11/2025,50,10,FALSE,43,5,245,17,11.9,69,48.5,6/28/2025,28575.9
502,Ginger,Ingram,gingramdx@utexas.edu,Male,9.56.243.164,502,Event,3/23/2023,57,FALSE,2/20/2023,TRUE,10/19/2024,TRUE,1/16/2024,CUST007,Retail,9102,DACH,Head of Ops,38082,96,6931,43542,FALSE,8/8/2025,7,5,FALSE,10,0,107,13,19.3,81,28,8/2/2025,41784.7
503,Ferdy,Scamel,fscameldy@cornell.edu,Male,30.117.99.143,503,Website,5/13/2023,91,FALSE,5/31/2023,TRUE,5/18/2024,TRUE,7/19/2024,CUST005,Manufacturing,4443,Vietnam,Head of Ops,12238,77,7189,7679,TRUE,11/25/2025,21,5,FALSE,25,9,488,22,42.8,32,19.3,6/9/2026,26078.5
504,Allene,Setterthwait,asetterthwaitdz@sitemeter.com,Female,90.189.189.245,504,LinkedIn,8/26/2023,36,TRUE,1/14/2024,TRUE,12/7/2024,TRUE,1/9/2024,CUST007,Logistics,293,US,CEO,30796,9,3719,47910,FALSE,1/13/2025,10,0,FALSE,21,2,257,40,30.4,92,32.9,3/29/2026,21930
505,Morganica,Buxton,mbuxtone0@g.co,Female,203.227.101.250,505,Google Ads,11/24/2023,72,FALSE,1/30/2025,FALSE,9/18/2024,FALSE,5/15/2024,CUST004,Tech,2217,DACH,Head of Ops,19813,75,2571,9046,TRUE,6/8/2024,13,1,FALSE,13,8,438,9,27.4,59,73.9,7/5/2026,14404.1
506,Frankie,Nesbeth,fnesbethe1@dot.gov,Male,78.85.118.103,506,Website,11/20/2024,12,FALSE,1/2/2024,FALSE,5/18/2024,FALSE,1/26/2024,CUST002,Finance,3841,Vietnam,Consultant,47745,19,3944,22629,TRUE,5/4/2025,45,6,FALSE,37,1,145,26,49.7,51,79.2,10/4/2025,25555.5
507,Rae,Eslemont,reslemonte2@newyorker.com,Female,97.140.144.26,507,Website,8/22/2024,67,FALSE,3/22/2024,TRUE,1/15/2025,TRUE,1/29/2025,CUST001,Retail,9882,APAC,CTO,17231,59,1631,1340,TRUE,6/28/2025,31,2,TRUE,44,9,147,25,27.9,5,72.4,11/13/2025,8746.3
508,Misty,Cancutt,mcancutte3@yolasite.com,Female,101.75.233.145,508,Google Ads,7/24/2023,13,FALSE,11/24/2023,TRUE,8/16/2024,FALSE,6/4/2024,CUST006,Finance,2436,APAC,CTO,23666,81,5674,34815,TRUE,7/6/2024,42,4,FALSE,40,0,7,1,41.2,77,18.2,3/24/2025,15151.6
509,Sollie,Loxston,sloxstone4@examiner.com,Male,193.51.163.221,509,Event,1/3/2024,3,TRUE,1/9/2025,FALSE,5/16/2024,TRUE,2/7/2025,CUST005,Logistics,1277,Thailand,Consultant,40553,100,7840,19996,FALSE,12/21/2024,24,8,TRUE,45,1,357,42,6.1,5,38.9,4/3/2026,35419.6
510,Shelly,Zarfat,szarfate5@blinklist.com,Female,190.64.247.60,510,Event,6/24/2023,71,TRUE,12/2/2023,TRUE,6/12/2024,FALSE,12/24/2025,CUST008,Manufacturing,5476,Thailand,CEO,33503,70,5009,27017,FALSE,9/17/2025,46,9,FALSE,3,0,216,43,38.7,69,22.8,8/5/2025,15215.9
511,Raynor,Gheeorghie,rgheeorghiee6@who.int,Male,240.145.97.87,511,Website,12/11/2024,100,FALSE,9/23/2023,TRUE,5/17/2024,TRUE,4/23/2025,CUST008,Retail,4552,Vietnam,Consultant,45693,44,9103,19437,TRUE,3/2/2025,23,8,FALSE,46,9,375,24,30.8,81,28.8,2/1/2026,35161.9
512,Gauthier,Jervis,gjervise7@wordpress.org,Male,133.34.238.220,512,Event,11/8/2023,9,TRUE,9/6/2024,TRUE,9/20/2025,TRUE,7/11/2024,CUST008,Tech,498,Thailand,Head of Ops,45097,89,2335,36210,TRUE,12/6/2025,50,7,FALSE,47,3,131,11,27.9,71,56,9/16/2026,17832.7
513,Cary,Feldmus,cfeldmuse8@soup.io,Female,103.4.177.224,513,Website,3/31/2023,38,FALSE,9/25/2025,TRUE,10/12/2024,FALSE,4/2/2025,CUST003,Logistics,7990,Vietnam,CEO,36849,43,8897,38796,FALSE,12/11/2024,6,10,TRUE,37,7,114,5,12.1,69,99.1,5/22/2026,34334.8
514,Morris,Samweyes,msamweyese9@adobe.com,Male,94.116.34.83,514,LinkedIn,2/17/2023,39,FALSE,1/9/2023,FALSE,10/19/2025,TRUE,12/10/2025,CUST009,Finance,4263,DACH,CTO,32385,87,3968,5886,FALSE,6/16/2025,35,2,TRUE,27,8,38,8,40.5,11,79.4,12/17/2025,33724.6
515,Billie,Perrelle,bperrelleea@diigo.com,Male,159.179.41.149,515,Event,11/21/2024,13,TRUE,1/22/2024,TRUE,7/18/2025,FALSE,6/28/2024,CUST008,Finance,4472,Vietnam,CEO,40449,24,9947,13057,TRUE,12/11/2025,14,3,FALSE,47,9,46,48,22,18,81.3,8/26/2025,42931.4
516,Cassi,Goodin,cgoodineb@slideshare.net,Female,79.206.6.186,516,LinkedIn,12/14/2023,62,TRUE,6/22/2023,FALSE,10/5/2023,FALSE,12/22/2024,CUST007,Tech,4370,APAC,CEO,3508,26,6918,42097,TRUE,7/25/2025,14,9,TRUE,24,1,142,16,20.7,27,11.2,6/27/2026,47478.5
517,Ailey,Kember,akemberec@yandex.ru,Agender,223.208.188.17,517,Website,11/7/2023,34,TRUE,2/22/2025,TRUE,5/18/2023,TRUE,11/6/2024,CUST002,Tech,1052,Vietnam,CEO,25865,17,1219,43173,TRUE,4/20/2025,5,10,FALSE,39,8,109,18,47.4,27,38.4,1/24/2025,16627.5
518,Ozzy,Longhorne,olonghorneed@flavors.me,Male,89.77.145.221,518,Google Ads,1/18/2024,48,TRUE,9/9/2025,TRUE,1/22/2024,FALSE,10/5/2024,CUST006,Finance,6284,APAC,CEO,20153,68,5350,4911,FALSE,5/12/2024,16,2,TRUE,1,4,43,2,48.2,44,62.8,10/17/2026,3991
519,Talyah,Buttriss,tbuttrissee@accuweather.com,Female,199.232.29.88,519,Google Ads,12/14/2024,42,TRUE,8/4/2023,TRUE,10/17/2025,FALSE,7/14/2025,CUST006,Logistics,7604,Thailand,CTO,45587,13,1074,21283,FALSE,2/12/2025,5,9,FALSE,50,1,314,30,1.5,83,83.7,2/20/2025,13373.9
520,Gwendolen,Headington,gheadingtonef@washington.edu,Female,39.50.225.60,520,Website,11/8/2024,19,TRUE,10/25/2025,TRUE,9/22/2025,TRUE,9/12/2024,CUST005,Tech,9955,DACH,Consultant,45548,15,9987,20915,TRUE,3/20/2024,5,6,TRUE,30,4,485,8,48,59,50.1,8/19/2025,8283
521,Aurore,Kerry,akerryeg@elpais.com,Female,32.21.144.2,521,LinkedIn,7/10/2024,96,TRUE,7/3/2024,FALSE,12/24/2023,FALSE,8/5/2025,CUST003,Retail,5995,US,CEO,45903,24,1317,13815,TRUE,7/15/2025,36,5,FALSE,16,6,321,3,31.8,13,12.9,11/3/2025,17817.8
522,Elberta,Friend,efriendeh@flavors.me,Female,107.100.60.103,522,Event,7/22/2024,43,TRUE,4/7/2025,FALSE,5/15/2024,TRUE,6/13/2025,CUST010,Manufacturing,6536,US,Consultant,40417,67,9380,3389,FALSE,7/20/2024,18,5,TRUE,38,8,152,0,15.7,43,61.3,10/26/2026,31636.5
523,Truman,Giacopello,tgiacopelloei@qq.com,Male,196.195.200.135,523,LinkedIn,6/22/2023,74,TRUE,8/5/2023,TRUE,4/8/2023,FALSE,5/1/2025,CUST004,Tech,9967,Vietnam,CTO,5832,0,223,33234,TRUE,7/2/2025,46,1,TRUE,20,3,86,22,17.2,46,33.6,11/28/2025,45356.4
524,Minda,Thoday,mthodayej@stumbleupon.com,Female,67.179.193.122,524,LinkedIn,1/16/2024,74,FALSE,9/17/2023,TRUE,5/8/2025,FALSE,8/4/2024,CUST001,Tech,7883,APAC,CTO,40455,61,6295,12345,TRUE,9/10/2024,48,9,FALSE,50,10,318,18,42.8,8,22.2,8/4/2025,31001.4
525,Vina,Renehan,vrenehanek@cloudflare.com,Female,38.62.230.74,525,LinkedIn,4/26/2024,73,TRUE,12/31/2023,FALSE,10/6/2023,FALSE,9/30/2025,CUST005,Retail,1883,US,Head of Ops,48210,38,8268,20312,TRUE,3/13/2024,20,2,TRUE,38,3,404,50,38.6,37,74.5,4/19/2025,49758.2
526,Stuart,Ajam,sajamel@deliciousdays.com,Male,167.90.106.138,526,LinkedIn,3/8/2024,56,FALSE,8/1/2025,FALSE,11/13/2024,FALSE,3/25/2025,CUST007,Tech,8515,US,Head of Ops,39252,69,5860,32578,FALSE,6/10/2025,18,4,TRUE,34,2,58,33,20.9,79,58.9,4/17/2025,44577.3
527,Bank,Kinglake,bkinglakeem@usa.gov,Male,110.109.237.140,527,Website,2/8/2024,9,TRUE,12/15/2025,FALSE,9/22/2024,FALSE,8/20/2025,CUST010,Tech,8559,Thailand,Head of Ops,45200,24,7801,46986,FALSE,11/6/2024,0,10,TRUE,37,9,94,3,10.9,1,21.6,9/25/2025,30664.6
528,Dino,Branson,dbransonen@opensource.org,Male,249.1.70.35,528,LinkedIn,1/28/2024,27,FALSE,11/26/2025,FALSE,12/8/2023,TRUE,12/18/2024,CUST005,Tech,3393,APAC,Consultant,48787,15,7765,10465,TRUE,8/4/2025,9,3,TRUE,25,6,216,10,37,61,88.1,9/14/2026,14919.8
529,Gardener,Muckloe,gmuckloeeo@paypal.com,Male,147.20.50.155,529,Website,5/10/2024,11,FALSE,2/24/2024,FALSE,11/3/2024,FALSE,2/12/2024,CUST009,Manufacturing,6794,APAC,Consultant,27245,31,5674,1141,FALSE,9/2/2025,42,7,FALSE,34,2,457,43,19.4,99,68.9,3/24/2025,10060.3
530,Neda,Bedboro,nbedboroep@netscape.com,Female,249.181.210.161,530,Website,9/13/2024,50,TRUE,1/26/2024,FALSE,7/5/2025,TRUE,1/12/2024,CUST010,Tech,4167,US,CTO,10969,1,5109,27790,TRUE,1/11/2024,40,7,FALSE,48,7,38,12,40.2,88,6.3,7/19/2026,47766
531,Craig,Freemantle,cfreemantleeq@taobao.com,Male,206.221.132.159,531,LinkedIn,5/28/2023,21,TRUE,8/22/2023,TRUE,6/7/2025,FALSE,8/22/2024,CUST006,Tech,7602,Thailand,Head of Ops,49779,2,246,23949,TRUE,7/26/2025,34,10,TRUE,43,10,483,16,23.1,64,99,9/15/2026,42185.7
532,Bo,Riseley,briseleyer@zimbio.com,Male,185.231.31.106,532,LinkedIn,5/27/2024,71,TRUE,1/11/2024,FALSE,7/30/2024,FALSE,7/26/2025,CUST010,Retail,2074,US,Head of Ops,6814,4,8351,7318,FALSE,4/14/2025,33,7,TRUE,22,1,393,39,13.8,18,90.9,9/16/2026,46167.2
533,Kissie,Verillo,kverilloes@mail.ru,Agender,124.70.155.13,533,LinkedIn,10/7/2024,93,TRUE,4/7/2024,FALSE,10/22/2025,FALSE,1/2/2025,CUST005,Manufacturing,3111,US,CEO,12440,73,7455,21451,TRUE,1/7/2025,23,9,TRUE,41,2,284,6,47,14,7.9,8/25/2025,47832.5
534,Aharon,Fisk,afisket@shinystat.com,Male,2.31.127.189,534,Event,11/12/2023,67,FALSE,10/14/2023,FALSE,7/11/2023,TRUE,5/13/2025,CUST005,Logistics,8127,Vietnam,Consultant,46667,20,8762,32051,TRUE,2/15/2025,24,6,FALSE,17,5,347,21,36.1,86,79.9,5/5/2025,38564.7
535,Jamill,Yakunikov,jyakunikoveu@cbslocal.com,Male,90.160.61.156,535,LinkedIn,3/26/2024,75,FALSE,10/24/2025,TRUE,6/1/2024,FALSE,1/16/2025,CUST002,Retail,4579,DACH,CEO,27418,13,6036,7961,FALSE,1/17/2025,0,8,TRUE,15,4,152,17,4.5,7,98.2,5/9/2026,9431.3
536,Archambault,Apperley,aapperleyev@dion.ne.jp,Male,78.223.191.116,536,Website,10/21/2024,25,TRUE,2/11/2024,FALSE,7/22/2023,FALSE,1/22/2025,CUST005,Logistics,5428,APAC,Consultant,21969,22,6875,27826,FALSE,12/1/2025,17,3,TRUE,45,8,82,27,4.5,59,22.5,3/27/2025,8086.6
537,Vivyan,Klyner,vklynerew@hp.com,Female,249.38.207.163,537,Event,2/7/2024,31,TRUE,5/19/2024,TRUE,12/7/2023,FALSE,10/8/2025,CUST001,Manufacturing,1281,DACH,Head of Ops,40010,100,7434,8079,TRUE,7/23/2024,50,5,TRUE,6,6,179,0,30.1,2,48.4,11/1/2026,48140.1
538,Eran,Heritege,eheritegeex@ezinearticles.com,Female,154.188.45.107,538,Event,2/18/2023,27,TRUE,1/6/2025,FALSE,3/1/2023,FALSE,3/25/2025,CUST010,Retail,3707,Thailand,CTO,17064,3,1961,14402,FALSE,5/15/2025,2,1,FALSE,6,0,9,16,20.7,69,40.2,6/12/2025,42327.8
539,Abigail,Preator,apreatorey@va.gov,Genderfluid,226.145.205.150,539,Google Ads,12/8/2024,69,FALSE,10/24/2024,FALSE,8/22/2024,FALSE,5/26/2024,CUST006,Tech,2563,DACH,Head of Ops,359,38,8761,31854,FALSE,4/22/2025,21,9,TRUE,47,6,412,25,37.8,30,23.4,5/8/2025,8542.6
540,Roman,Gatlin,rgatlinez@phpbb.com,Male,182.120.59.124,540,LinkedIn,7/27/2023,5,FALSE,7/10/2024,TRUE,1/18/2023,FALSE,6/5/2025,CUST005,Logistics,6140,US,CEO,36930,78,7419,48522,TRUE,6/25/2024,27,0,FALSE,10,0,446,19,45,48,35.7,8/23/2025,10897.5
541,Weber,Corr,wcorrf0@qq.com,Male,181.43.231.148,541,Website,10/1/2024,82,TRUE,1/11/2025,FALSE,5/4/2025,TRUE,1/17/2024,CUST010,Logistics,1732,DACH,CTO,42322,69,2170,47462,TRUE,2/4/2024,23,6,FALSE,1,6,423,28,17.7,13,54.5,12/26/2026,4260.6
542,Aveline,Zorzi,azorzif1@redcross.org,Female,123.18.205.117,542,Google Ads,5/8/2023,47,TRUE,1/8/2025,FALSE,9/24/2024,TRUE,2/2/2025,CUST004,Tech,1022,APAC,Head of Ops,46027,5,5828,19751,FALSE,4/25/2025,43,9,TRUE,46,1,401,6,26.2,31,9.1,5/30/2025,38210.4
543,Cindy,Stearn,cstearnf2@vimeo.com,Female,192.172.93.33,543,Google Ads,9/16/2024,34,FALSE,3/2/2024,FALSE,3/28/2024,TRUE,1/5/2025,CUST003,Logistics,469,US,CTO,19952,1,8589,4276,FALSE,1/24/2024,8,6,TRUE,36,6,8,0,15,16,75.1,5/28/2026,17155.1
544,Carlye,Ancell,cancellf3@youtu.be,Female,149.179.54.200,544,LinkedIn,6/29/2023,40,FALSE,10/15/2023,FALSE,8/13/2023,TRUE,12/18/2025,CUST004,Logistics,7787,US,CTO,47050,29,319,1846,TRUE,11/20/2024,20,6,TRUE,15,1,476,49,10.6,35,19.3,7/18/2026,30799.7
545,Sonya,Gawthorpe,sgawthorpef4@nifty.com,Female,220.240.113.172,545,Website,7/28/2023,53,TRUE,8/30/2025,TRUE,5/28/2024,FALSE,3/1/2024,CUST008,Retail,8126,Thailand,CEO,21773,94,716,33788,FALSE,6/19/2025,42,5,FALSE,24,6,230,28,34,58,96.4,12/24/2026,36531.6
546,Libbi,Wenderott,lwenderottf5@google.pl,Female,170.153.110.36,546,Website,3/31/2024,37,TRUE,4/10/2025,TRUE,1/20/2024,FALSE,4/19/2025,CUST009,Retail,171,APAC,CEO,47747,81,3706,33290,TRUE,11/21/2024,0,4,FALSE,11,5,205,35,10,27,2.6,5/9/2025,37458.3
547,Carmine,Borne,cbornef6@google.ca,Female,95.180.124.59,547,LinkedIn,7/18/2024,59,TRUE,6/2/2024,TRUE,2/23/2024,FALSE,5/22/2025,CUST008,Finance,9121,Thailand,Consultant,1281,2,3362,17211,TRUE,7/3/2025,5,6,FALSE,43,0,468,38,17.8,42,42.7,7/16/2025,8207.6
548,Leena,Baltzar,lbaltzarf7@sciencedaily.com,Female,255.169.102.168,548,Event,3/15/2024,55,TRUE,2/17/2024,FALSE,5/9/2024,TRUE,8/16/2024,CUST004,Finance,9142,DACH,Head of Ops,43820,65,2922,12160,FALSE,8/12/2024,44,6,TRUE,14,10,450,16,18,61,6.6,12/4/2026,13284.2
549,Claus,Hendrikse,chendriksef8@zimbio.com,Male,249.38.21.246,549,Website,1/27/2024,37,FALSE,3/24/2023,FALSE,6/21/2025,FALSE,12/25/2025,CUST007,Tech,4157,Vietnam,CEO,36251,81,6453,49422,TRUE,10/8/2025,35,0,FALSE,24,2,136,27,49.7,69,62,6/12/2026,25431.7
550,Ezmeralda,Bath,ebathf9@vk.com,Female,53.106.31.125,550,Google Ads,7/30/2023,32,FALSE,11/1/2023,TRUE,2/28/2025,FALSE,1/4/2024,CUST010,Manufacturing,3825,US,Head of Ops,18478,47,6009,9399,FALSE,7/5/2024,5,8,TRUE,44,2,285,0,44.7,30,78.1,5/12/2025,30317.5
551,Nata,Pickervance,npickervancefa@sciencedaily.com,Female,46.91.228.201,551,Google Ads,5/23/2023,68,TRUE,3/13/2025,FALSE,6/3/2025,TRUE,2/8/2025,CUST006,Tech,7585,DACH,CEO,25575,73,5926,37091,FALSE,9/13/2024,24,1,TRUE,0,9,220,40,49.4,91,7.3,6/18/2025,1858.1
552,Karlens,Coomer,kcoomerfb@fotki.com,Non-binary,114.27.1.54,552,Google Ads,1/2/2023,84,FALSE,5/22/2024,FALSE,8/7/2024,FALSE,5/2/2024,CUST001,Retail,7229,DACH,Head of Ops,45244,72,9735,16444,FALSE,2/26/2025,13,9,TRUE,3,9,110,50,27.6,7,59.1,12/28/2026,33791.2
